user_id,prediction
1239,1360 989 3382 3607 3881 3233 2198 53 1420 3236 3245 3338 2905 2309 858 3232 2019 50 2480 745 2503 1795 557 1148 3022
3065,989 1360 3233 3382 3607 3656 3881 53 557 3245 1420 3338 2480 2905 858 2019 2309 2503 729 745 1795 3232 578 1198 1148
5111,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 2503 3245 858 2019 2309 666 2905 745 50 729 3517 1148 1178 1212
3749,1360 989 3233 3607 3656 3881 53 557 1420 3245 2480 3232 3338 2905 2309 318 2503 50 2019 858 527 1795 1148 1198 1178
5065,3233 989 1360 3382 3607 3656 3881 53 557 1420 3338 3245 2503 2197 2019 2905 318 745 3216 50 1198 527 1148 1795 2309
163,3233 989 1360 2480 3382 3607 3656 3881 53 3245 1420 3232 557 3338 2905 3216 318 729 1795 858 2019 2358 745 527 2503
4022,989 1360 3233 3382 3607 3656 3881 53 557 3245 1420 2480 3338 2503 2905 2019 318 1795 2309 3216 745 2197 1148 1178 3517
1767,3233 989 1360 3382 3607 3656 3881 53 557 1420 3245 3338 2480 2503 2905 2019 1795 3232 318 3216 745 2309 1178 1198 1148
310,989 1360 3233 3382 3607 3656 3881 53 3245 3338 2480 557 2905 2444 318 729 2019 50 3232 578 745 1795 858 2503 1148
5848,3233 3881 989 1360 3382 3607 3656 53 1420 2480 3338 557 2503 3245 2905 3517 2197 1198 1178 2309 3022 1795 1207 750 720
5645,989 1360 3233 3382 3607 3656 3881 53 557 3245 2480 3216 3338 2905 1420 2503 2309 2019 745 858 527 1795 1148 2197 2358
3988,2480 989 1360 3233 3382 3607 3881 3656 557 53 3338 2309 3245 2905 3232 2503 318 858 50 2197 2019 745 527 1420 1198
4270,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
3819,989 1360 2480 3233 3382 3607 3656 3881 53 557 3245 3216 2905 1420 318 2309 2503 3338 50 3232 2019 2358 745 1795 2444
2064,989 1360 3233 3382 3607 3656 3881 53 1420 2503 557 3245 3338 2197 2905 2309 2480 745 1471 1178 1198 3517 922 1795 3522
286,1360 2480 3233 3382 3607 3881 53 1420 557 3338 2905 2309 318 3522 3245 858 2503 50 2198 527 2019 745 1178 1471 2358
4904,3382 989 1360 3607 3656 3881 3233 53 557 1420 3245 3338 2503 3216 2905 858 2309 745 50 527 1795 3517 1148 1178 922
624,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 3245 2503 2197 2905 318 2309 1198 527 745 1795 1148 260 3517 922
2428,989 1360 2444 3233 3607 3881 53 2480 666 3338 1471 2197 1420 2503 557 2019 858 745 318 3245 3522 527 50 1198 2905
2047,989 1360 3233 3607 3656 3881 3382 53 557 1420 2480 3338 3245 2905 1795 3232 2019 2309 2503 745 1178 3517 1198 1148 729
3281,989 1360 3233 3382 3607 3881 53 557 3216 3245 3338 1420 2905 2503 2197 2019 745 3522 3232 2309 2480 1148 1178 2358 3517
2088,989 1360 3233 3607 3656 3881 53 3216 557 3245 1420 3517 2503 3338 1795 318 50 745 527 1148 1178 922 1471 2197 904
2171,989 1360 3382 3607 3656 3881 3233 53 1420 2503 557 3245 3338 2019 3232 2905 2309 1471 1178 745 1148 50 1212 3022 1795
198,989 1360 2480 3233 3382 3607 3656 3881 53 557 3245 3338 2905 3216 1420 318 2503 2019 50 2197 745 2309 2444 527 260
1542,989 1360 3233 3382 3607 3656 3881 3216 3245 557 53 3338 2480 2905 729 1420 3232 50 3517 666 2019 858 1198 745 2358
975,989 1360 3382 3607 3656 3881 3233 53 557 3245 1420 3338 2905 2503 2019 318 745 2358 3216 1795 3517 1148 1178 260 922
5518,989 1360 2480 3607 3656 3881 3233 3216 557 53 3245 2905 3338 1795 318 2019 50 1198 745 260 2503 3232 1420 858 527
3338,989 1360 3233 3382 3607 3881 53 3522 3338 2198 2197 2503 3245 1420 318 858 2019 1471 50 2309 823 2905 745 1198 2358
1752,989 1360 3233 3382 3607 3656 3881 557 53 3245 1420 2480 3338 2905 3216 2503 2019 1795 1198 2309 1178 1148 260 922 3517
687,989 1360 3233 3382 3607 3656 3881 53 2480 557 3245 3338 2905 3216 1420 2019 858 50 2503 745 3232 2309 1198 3517 729
5372,557 989 1360 2480 3233 3382 3607 3656 3881 53 2198 3245 3232 2905 3338 2358 2503 858 3522 2931 2019 527 1795 3216 578
596,572 989 1360 1420 3233 3236 3382 3607 3656 3881 53 2503 3216 557 2197 3338 3245 2905 318 128 2019 50 527 858 745
2882,557 989 1360 3233 3382 3607 3881 2480 3232 3245 53 3338 2444 2905 50 858 527 745 2019 3216 2198 729 2358 2503 578
3760,989 1360 3607 3656 3881 3233 53 1420 557 3245 3338 2503 2197 3216 2019 2905 2309 50 1198 1471 1795 745 3517 3522 1178
2931,3233 989 1360 3382 3607 3656 3881 557 53 3245 3216 1420 2480 3338 2905 3232 1795 858 2019 2198 729 2503 2309 745 2358
3686,989 1360 3233 3382 3607 3656 3881 53 1420 2197 3245 557 3338 2503 3522 858 2019 2905 2309 50 318 527 745 922 1178
5929,989 1420 572 666 1360 3233 3607 53 1886 3245 1471 1795 2309 557 1741 2197 2503 2358 3338 2905 3517 858 3216 2019 1198
3955,989 1360 2480 3233 3382 3607 3881 53 3245 1420 3338 666 557 2905 3517 2444 3216 318 2358 1198 3232 50 858 2019 745
4136,557 989 1360 3607 3656 3881 53 130 1471 2503 1420 2197 2931 3517 3338 858 912 2019 1178 2905 923 3245 3022 904 750
2769,989 1360 3233 3382 3607 3656 3881 53 557 3338 1420 3245 2503 3216 2905 2197 2019 2309 745 858 1198 1148 260 922 1795
5503,989 1360 3233 3607 3881 53 1420 3245 2905 3232 3338 2309 3216 2198 2480 858 50 2019 2503 745 527 1148 1795 1178 720
981,989 1360 3233 3382 3607 3656 3881 53 557 1420 2480 3338 3245 2503 2309 2905 318 745 1795 1178 527 3522 922 3232 3517
3931,989 1360 3233 3382 3607 3656 3881 53 557 3245 3216 1420 3338 2905 2503 3232 318 1795 50 858 2480 745 1198 527 260
5342,989 1360 3233 3382 3607 3656 3881 53 3245 557 3216 3338 2905 1420 2503 318 2019 50 2197 527 745 2358 260 1148 2309
1185,989 2480 3233 3382 3607 3656 3881 1360 53 3245 3338 557 1420 729 2503 2905 2444 858 2019 745 1198 3232 3522 1148 2197
2271,989 3382 3607 3656 3881 1360 3233 53 2480 1420 557 3245 3338 2503 2905 2197 1471 745 3517 1148 1178 1795 922 3216 904
3778,989 1360 3233 3382 3607 3656 3881 53 557 3338 3245 1420 2905 666 2503 858 2480 2019 3232 527 745 2358 3216 3517 729
5716,989 1360 2480 3233 3382 3607 3656 3881 53 557 1420 3245 3338 2905 2503 3232 2309 858 50 745 1795 527 2197 1178 3522
4418,989 1360 3233 3607 3656 3881 3382 53 1420 3338 557 2503 3245 858 2019 2905 2309 50 745 1178 1795 904 3517 1148 3232
677,989 1360 3382 3607 3656 3881 3233 53 1420 3338 557 3245 2503 2019 2905 50 318 527 745 3517 2197 2309 1148 1198 922
4958,989 1360 2480 3382 3607 3656 3881 3233 53 557 1420 3338 3245 2503 2309 2019 2905 3216 1795 318 1148 527 3517 2197 922
165,989 1360 3233 3382 3607 3656 3881 53 1420 557 2503 2197 3245 2905 2480 858 3338 2019 2309 2931 318 3517 3216 745 1178
1692,989 1360 3382 3607 3656 3881 3233 557 53 1420 2503 3338 2309 3245 2905 2197 527 1178 745 318 912 922 1198 1148 904
4090,3233 989 1360 3382 3607 3656 3881 53 1420 2197 3338 557 2503 572 858 2019 3245 2905 527 50 2309 745 318 1471 3517
3491,1360 989 3233 3382 3607 3656 3881 557 2480 53 3245 3338 1420 2905 3232 2019 2503 3216 745 1198 3517 527 1795 2309 729
5364,989 1360 3233 3382 3607 3656 3881 53 1420 3245 3338 557 2905 2503 3216 2019 2309 745 527 572 3232 1148 1795 1178 2358
1628,989 1360 3233 3382 3607 3656 3881 53 557 1420 2480 3338 3245 2503 2905 2309 2019 318 50 745 1795 1198 1178 3232 922
3961,3607 989 1360 3233 3382 3656 3881 53 557 1420 2480 3245 2503 1795 3338 2197 666 2019 2905 3216 2309 858 3522 1198 3517
1901,989 1360 3233 3607 3656 3881 53 3245 3338 2309 2197 2905 2503 2019 3216 318 1420 50 557 745 527 3522 1148 3517 1178
4443,3233 3656 989 1360 3382 3607 3881 53 1420 557 1471 2503 2197 2480 3338 2309 858 2019 572 1795 3245 745 2905 1148 50
5268,989 1360 2480 3233 3382 3607 3656 3881 53 557 3338 3245 1420 2444 2905 2503 318 3216 2309 2019 50 745 666 858 527
1963,989 1360 3233 3607 3881 2198 3338 1420 729 3245 53 3236 2905 858 2019 823 50 3232 745 3517 1148 2503 2309 3022 922
2261,3233 989 1360 3382 3607 3656 3881 3245 3216 557 3232 53 1420 2480 729 2905 1795 3338 50 2019 858 527 745 3517 1198
6031,3233 989 1360 3216 3382 3607 3656 3881 53 3245 3338 3522 2197 2905 557 1795 2309 2503 318 2019 50 1198 1420 745 527
1827,557 989 1360 2480 3233 3382 3607 3656 3881 53 2198 1420 2503 2905 3338 3245 858 2019 2309 50 1795 3522 527 745 2197
1941,989 1360 3233 3382 3656 3881 3607 53 557 3338 2480 3245 666 1420 3216 2503 2905 2019 3517 745 1795 2309 3232 2197 1148
2777,1360 989 3233 3382 3607 3656 3881 557 2480 3245 53 3338 729 2905 3232 1420 3216 2444 858 2019 745 3517 666 2503 2358
3887,3233 989 1360 3382 3607 3656 3881 557 53 3245 3338 3216 3232 2905 729 1420 1795 2019 745 50 527 3517 2503 1148 260
2310,989 1360 2480 3233 3382 3607 3656 3881 53 557 1420 3338 2503 2197 3245 2019 858 2309 745 2905 318 527 1198 922 1178
2436,989 1360 3233 3382 3607 3656 3881 53 557 1420 3245 3338 2503 2905 2480 2019 3232 527 1198 2197 2309 1795 2358 1178 922
712,3233 989 1360 3382 3607 3656 3881 53 3245 557 2480 1420 3216 2905 3338 1795 3232 2503 2019 50 745 260 3517 1148 1178
1086,989 1360 3382 3607 3656 3881 3233 53 2480 557 3245 1420 3338 3216 2905 2503 858 2019 745 3232 1198 1795 2444 2309 2358
4268,989 1360 2480 3233 3382 3607 3656 3881 53 557 1420 666 3338 2197 2503 3245 2019 858 745 318 50 527 2905 1148 1471
1880,989 1360 3233 3382 3607 3656 3881 53 557 1420 3338 3245 2503 2905 2019 2480 50 3517 3216 2197 1795 1148 2309 1178 922
1860,989 1360 3233 3382 3607 3656 3881 53 2480 557 1420 3245 3216 3338 2905 2503 2019 50 2197 745 1795 1148 2309 3522 1178
5727,3233 557 1360 2480 3216 3382 3607 3656 3881 53 2198 3232 2358 3338 2905 3245 2197 1795 318 50 858 2019 527 578 1178
1266,989 1360 3233 3382 3607 3656 3881 53 557 3338 1420 3245 2905 2309 2503 318 858 2019 1795 745 729 527 3517 3232 1198
1530,3233 989 1360 3382 3607 3656 3881 2480 53 1420 557 3338 3245 2503 2905 2309 858 2019 745 1795 1148 1178 3216 2444 720
982,3233 989 1360 3216 3382 3607 3656 3881 2444 53 3338 557 3245 2309 2905 2503 729 318 2019 745 666 527 1795 50 858
2785,989 1360 3233 3382 3607 3656 3881 53 3338 1420 3245 557 2480 3216 2197 2503 666 318 2019 858 2905 50 745 2358 1198
278,557 989 1360 1471 3233 3607 3881 666 53 3245 1795 1741 2503 1420 2358 3232 3338 2905 3517 858 2019 3216 1486 1198 2309
5824,989 1360 3233 3382 3607 3656 3881 557 53 2480 3245 1420 3338 2905 2019 3216 2503 858 745 1795 666 527 2309 260 3232
5413,989 1360 3233 3382 3607 3656 3881 1420 53 557 3245 2480 3338 2905 1795 2503 858 318 2309 3517 572 745 1178 3216 3232
1602,989 1360 3233 3382 3607 3656 3881 53 557 2480 3338 3245 2905 3232 1420 2197 2503 3216 858 2019 2309 1795 745 3522 1148
2243,989 1360 2480 3233 3382 3607 3656 3881 53 1420 2503 557 3338 3245 2197 858 2019 3522 2905 2309 50 1471 1795 745 1148
5841,989 1360 3233 3382 3607 3656 3881 53 2480 1420 3338 557 3245 2503 2019 858 2905 2197 2309 922 3022 1212 1207 3517 3232
1666,3233 989 1360 3382 3607 3656 3881 3245 557 53 1420 3216 3338 729 2905 3232 2480 2019 527 3517 745 2309 1795 2358 2503
5790,3233 989 1360 3607 3881 53 557 3338 3245 2503 2197 2905 3216 1420 318 2019 2309 50 3522 745 1148 922 904 1178 2358
2228,989 1360 2480 3233 3607 3656 3881 557 3245 53 2905 1420 666 3338 3517 318 1198 2019 50 3216 2358 858 745 2503 527
1494,989 1360 2480 3233 3382 3607 3656 3881 53 557 2503 2309 2444 3245 3338 3216 1420 2905 2019 1795 858 745 50 318 1198
5957,989 1360 2480 3233 3382 3607 3881 53 3245 557 1795 2905 1420 2503 3232 3338 2309 318 50 858 1198 3517 260 1178 3522
5654,3233 989 1360 3382 3607 3656 3881 53 1420 2480 557 3245 3338 2905 2503 1795 3232 2019 2309 3216 1198 1178 2358 922 904
5270,989 1360 3233 3607 3656 3881 53 557 3245 2309 2503 3216 1420 2905 2019 1795 318 3338 50 2358 745 2931 3232 1148 3522
3681,989 1360 3382 3607 3656 3881 3233 53 557 3245 3338 1420 2905 2503 2480 2019 3216 1795 527 745 3232 2358 3517 2309 1148
4981,989 1360 3233 3382 3607 3656 3881 53 2480 557 1420 3338 2503 3245 858 2019 2905 745 50 2309 527 922 1178 1148 3232
5961,989 1360 3233 3382 3607 3656 3881 557 3245 3216 53 729 2480 3232 2905 3338 318 1795 1420 2019 745 3517 858 1198 527
796,989 1360 3233 3382 3607 3656 3881 53 557 2480 1420 2197 3338 3245 2503 2905 50 1471 745 1148 3522 3517 1178 260 904
62,989 1360 3233 3382 3607 3656 3881 53 557 2480 3338 1420 3245 2503 666 858 2019 2905 527 745 1198 2197 3517 1148 1178
2706,989 1360 3216 3233 3607 3656 3881 53 666 3245 2503 2197 3338 2905 1420 557 2931 2019 745 858 527 318 3522 50 260
3564,989 1360 2480 3233 3607 3656 3881 3245 53 3216 557 729 1420 2905 3232 3338 2019 1795 2358 50 3517 858 2503 1198 745
2105,989 1360 3233 3382 3607 3656 3881 53 557 2480 1420 3338 3245 2905 2503 318 2019 3216 745 2309 3232 1178 1148 3517 1795
1712,989 1360 3233 3382 3607 3656 3881 53 557 1420 2480 3338 3245 2905 2503 2019 2309 745 1795 1178 1148 2358 3232 3517 922
662,989 1360 3216 3233 3607 3656 3881 53 557 3245 2444 2309 3338 2503 666 1795 2905 318 2019 3517 745 578 3232 50 1198
1939,989 1360 3233 3382 3607 3656 3881 53 557 3216 1420 3245 2503 3338 2309 2019 2905 2480 50 318 527 1795 922 1178 1212
2609,989 1360 3233 3607 3656 3881 53 3338 557 1420 3245 3236 2905 858 2198 2019 2503 318 2309 745 3517 1198 1178 1148 922
5623,989 1360 3233 3382 3607 3656 3881 53 557 3338 3245 1420 2197 2480 2503 2905 2309 2019 50 745 3522 2358 260 1148 1178
1698,989 1360 3233 3382 3607 3656 3881 1420 53 557 3338 3245 2503 2309 2905 3517 1795 3232 2480 527 922 1178 572 3216 3022
3771,989 1360 2480 3233 3607 3656 3881 557 53 3245 1420 3216 3338 2905 2197 2503 3517 2019 1795 318 2358 50 2930 1471 745
4819,989 1360 2480 3233 3382 3607 3656 3881 53 557 3245 3338 1420 666 2905 3216 2503 2019 2309 858 745 1198 2358 2444 3517
1958,989 1360 3233 3382 3607 3656 3881 53 557 3245 3338 2480 3216 2905 2444 3232 1420 2503 2019 858 527 729 745 2358 666
1807,989 1360 2480 3233 3382 3607 3656 3881 53 557 3245 3338 1420 2503 2905 318 3216 2309 2019 2197 745 2358 1795 3522 1178
3269,989 1360 2480 3233 3382 3607 3656 3881 53 3245 2197 3338 2905 2503 557 318 3522 2019 858 745 1420 1795 2309 3232 1148
5046,3382 989 1360 3233 3607 3656 3881 557 53 1420 3338 3245 2503 858 2905 2309 50 3517 745 527 1795 1148 3216 3232 2197
1188,989 1360 3233 3607 3881 53 3245 1420 3216 3338 2197 2931 557 2503 2905 318 2019 858 50 527 260 2309 745 1148 2358
5959,989 1360 2444 2480 3233 3382 3607 3656 3881 53 557 3232 3245 3338 2905 823 318 50 2019 2309 1795 745 2503 527 2197
1780,989 3233 1360 3382 3607 3656 3881 53 557 1420 3245 3338 2503 2197 745 2309 3216 1795 1148 2480 3517 1178 720 1212 2358
6018,989 1360 2480 3233 3382 3607 3656 3881 53 557 3216 3245 1420 2905 3338 2019 2503 318 50 2309 745 3522 260 527 1795
930,557 1360 3233 3382 3607 3656 3881 53 3245 2480 2198 1420 2905 3338 3232 3216 1795 729 2019 2503 2358 527 745 1178 3517
3314,989 1360 3233 3382 3607 3656 3881 53 557 3338 1420 2197 3245 2503 2309 2480 2905 2019 318 50 745 3216 3232 527 3522
4425,989 1360 3233 3382 3607 3656 3881 53 557 3338 3245 1420 666 2480 2503 2905 2019 858 745 3216 2309 3517 1148 1178 1795
2692,989 1360 3216 3607 3881 2480 3233 3245 557 1420 53 3236 3232 729 2905 3338 50 666 2019 1795 858 527 3517 2503 1198
3415,989 1360 3233 3382 3607 3656 3881 53 557 3216 3245 3338 2197 1420 2503 2905 318 2019 858 50 745 527 1148 2444 260
4517,989 1360 3233 3382 3607 3656 3881 53 557 2480 3245 3338 2444 2905 2503 2309 2019 1420 858 1795 745 3232 578 1148 1178
485,989 1360 3382 3607 3656 3881 3233 53 557 2480 2197 3338 1420 3245 3232 2019 3522 318 2503 578 2905 50 858 2931 745
2427,989 1360 3233 3382 3607 3656 3881 557 53 2480 2444 3245 1420 3232 3338 2905 2019 578 318 50 3216 858 2309 1148 1795
897,3233 989 1360 3382 3607 3656 3881 53 3245 1420 3216 557 3338 2905 2019 2503 745 2358 3232 729 1198 1795 1148 1178 260
5328,989 1360 3233 3382 3881 3236 53 1420 2198 1795 130 3245 3338 557 2503 858 2309 2019 2905 1002 1178 50 318 745 922
2684,989 1360 3233 3382 3607 3656 3881 1420 557 53 2480 3338 2309 3232 3245 858 2905 2503 2019 1795 50 745 572 922 1178
4051,3233 989 1360 3382 3607 3656 3881 53 557 1420 3245 2503 2480 3338 2905 2309 858 1795 2019 3232 318 50 745 1178 3517
289,3607 989 1360 3233 3382 3656 3881 53 1420 3245 557 2503 2905 3338 2019 318 2197 1178 1471 2309 3232 1148 1795 922 904
5394,989 1360 3233 3382 3607 3656 3881 53 557 2480 3245 3338 1420 2905 2503 2019 1795 2309 745 527 3517 1198 3232 1178 922
2232,989 1360 3382 3607 3656 3881 3233 2480 53 3216 3245 557 3338 1420 2905 729 2503 2019 1795 50 745 3517 1148 1178 2309
583,1360 3382 3607 3656 3881 989 3233 53 557 3245 3338 2503 1420 2019 318 2905 50 2309 745 2197 3216 1198 1148 922 1178
4659,989 1360 3233 3382 3607 3656 3881 53 3245 1420 3338 557 729 2905 527 2503 2019 858 3236 3232 1198 1795 2309 3022 260
3896,557 989 1360 3233 3607 3656 3881 3245 666 53 1795 2905 1420 3338 2358 318 2019 2503 1198 858 50 3517 745 2309 260
5481,1420 557 572 989 1360 3233 3382 3607 3656 3881 53 2480 3232 3245 3338 2905 3216 2503 318 1795 50 858 2444 2019 2197
83,989 1360 3233 3382 3607 3656 3881 53 557 3232 3245 3338 1420 2905 2197 1795 2480 2503 2309 318 2019 50 578 745 1198
2231,989 1360 3233 3607 3656 3881 3382 53 1420 557 3338 2197 2503 2019 2309 3245 2905 3517 745 50 922 1148 1178 1471 904
2431,989 1360 2480 3216 3233 3236 3382 3607 3656 3881 53 2198 3338 557 2503 2905 3245 2197 318 50 2019 527 3522 745 2309
1483,3233 989 1360 2480 3382 3607 3656 3881 53 1420 557 2503 3338 2905 2019 3216 1795 858 3517 2309 260 1178 2197 3232 904
1681,1360 3382 3607 3656 3881 989 3233 53 557 2197 3338 2503 2309 2444 1420 3245 3522 2905 2019 318 50 1198 745 2358 1148
4752,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
3756,989 1360 3233 3382 3607 3656 3881 53 2480 3245 3338 557 2444 666 2905 3216 2019 1420 50 745 2503 1198 1795 2197 3517
2845,989 1360 2480 3233 3607 3656 3881 53 666 3216 3245 557 2503 2905 2197 1741 3517 2019 318 3522 1198 50 3338 2309 745
3249,989 1360 3233 3382 3607 3656 3881 53 557 2480 1420 3338 3245 2503 2905 2197 2019 858 3522 1795 318 745 527 2309 3232
2895,989 1360 3382 3607 3656 3881 3233 53 557 1420 3338 3245 2480 2503 2905 2309 3232 745 1198 1795 1178 2197 1148 260 922
572,2858 480 2028 318 1210 2571 1196 3578 1198 648 1265 1580 3793 1617 2396 2916 2762 527 260 356 110 593 589 2355 2628
4967,3382 989 1360 3233 3607 3656 3881 53 3245 2480 2905 1420 3338 3232 1795 2309 2503 858 2019 745 557 1198 1178 1148 260
5860,3233 572 989 1360 1420 2480 3382 3607 3656 3881 53 557 666 3338 2197 3522 3245 2503 2309 318 745 2019 50 858 527
636,3233 3607 989 1360 3656 3881 666 3245 557 53 3216 2309 2905 2444 1795 2503 729 2019 3232 318 1198 3517 1741 50 745
5720,989 1360 3233 3607 3656 3881 53 557 3245 1420 3338 2905 3216 2503 2197 318 2019 50 2309 745 527 3232 1148 3517 1795
5522,989 1360 3233 3382 3607 3656 3881 557 53 1420 3338 3245 2480 2503 2905 2309 2019 745 1148 922 1178 3517 3232 1795 2358
5718,989 1360 3233 3382 3607 3656 3881 1420 557 53 2480 3245 3338 3232 729 2905 2019 858 745 823 527 2503 1795 1198 2198
3687,3233 989 1360 3382 3607 3656 3881 53 1420 3245 3338 557 2905 2503 2019 3216 858 50 745 1795 2309 1148 1198 2197 3232
5482,3382 989 1360 3233 3607 3656 3881 53 557 3245 1420 3338 2480 2905 2503 858 2019 3232 745 1198 2309 1795 2197 260 1148
1490,2480 3233 989 1360 3607 3656 3881 53 557 3245 3216 3338 1420 2905 2503 2197 3517 318 50 2931 527 745 2358 1148 1178
4016,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 3245 2503 2197 2019 3216 2905 2309 1198 745 3517 1148 1178 666 1471
2880,989 1360 3233 3382 3607 3656 3881 53 557 1420 2480 3338 3245 2503 2309 2905 50 745 318 2197 1795 3522 1178 922 720
3511,989 1360 3233 3607 3656 3881 53 1420 557 3245 3338 3216 2503 2197 2019 2905 1471 858 50 318 2480 527 1148 3517 3522
48,989 1360 3233 3382 3607 3656 3881 53 3245 3338 1420 557 2905 2503 2019 858 745 3216 260 1795 729 3517 2480 1148 2309
4650,989 1360 3233 3382 3607 3656 3881 53 3245 3338 2197 1420 557 3522 2905 2503 2198 2309 2019 50 3232 745 2358 3216 1148
631,989 1360 3233 3382 3607 3656 3881 53 557 1420 3338 3245 2503 3216 2197 2905 2019 318 50 745 2309 2480 260 1795 1178
5019,989 1360 3233 3382 3607 3656 3881 53 2480 1420 557 3338 2503 3245 2197 2905 2309 3522 745 1148 1178 3232 922 3517 1795
3619,3233 989 1360 3382 3607 3656 3881 53 557 2198 3232 3245 3338 1420 2444 2905 318 3216 50 858 2019 1795 3517 2503 527
1264,989 1360 3233 3382 3607 3656 3881 53 1420 557 3245 3338 2503 2905 2309 745 1795 3517 1178 1148 922 3216 3232 720 729
2589,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 3245 2309 2503 2905 2019 2198 318 3232 745 1795 1178 1198 1148 904
1522,989 1360 3233 3607 3656 3881 3216 53 557 3245 2309 2503 2019 2905 1198 858 1795 745 318 1178 260 1420 50 2931 1148
4560,989 1360 3233 3382 3607 3656 3881 53 1420 557 2480 3245 3338 2503 2905 858 2019 2309 745 1198 1795 3522 3216 1148 1178
4634,3382 989 1360 3233 3607 3656 3881 53 1420 557 2480 2503 3245 3338 2197 2019 2905 3522 50 318 1471 745 922 1148 1178
828,557 1360 2444 2480 3233 3382 3607 3656 3881 53 3232 666 3338 2905 3245 578 318 50 2019 2309 527 745 729 858 2358
563,3233 989 1360 3382 3607 3656 3881 557 53 3216 3245 1420 2309 1795 2905 2444 2019 3517 2503 666 1198 3338 318 50 1471
123,989 1360 3233 3382 3607 3656 3881 53 557 1420 3338 3245 2503 2905 2019 318 50 2309 527 2197 745 3517 2358 1178 1148
2417,3233 989 1360 3382 3607 3881 53 557 1420 2197 3338 1471 666 3522 2503 3232 2019 578 858 745 527 1148 50 318 1198
3031,989 1360 3233 3382 3607 3656 3881 557 1420 53 3338 3245 2480 729 2905 858 2019 2444 2503 745 527 1795 2309 3232 1198
1757,989 1360 3233 3382 3607 3656 3881 53 557 3245 3338 3216 2905 2019 318 729 1795 745 3232 2480 858 3517 2503 1198 2309
1998,3233 989 1360 3382 3607 3656 3881 53 1420 557 3338 2480 2503 3245 2197 2905 50 2309 1198 922 1178 904 3022 1212 1471
5992,557 989 1360 3233 3607 3881 53 1420 3232 3245 3338 2905 318 2480 1795 50 858 2019 2358 2503 729 578 527 745 1198
443,1360 3233 3236 3382 3607 3656 3881 53 2198 3245 2503 557 3338 2197 3522 2905 1420 2019 318 1795 745 1198 1178 904 1148
4218,557 989 1360 3233 3382 3607 3656 3881 53 2444 3216 3338 3245 2197 2905 2503 318 527 50 2019 745 858 260 2309 1148
2608,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 2503 3245 2905 2309 745 1795 527 1178 3236 1148 922 3232 1198 912
2199,1360 3233 3382 3607 3656 3881 3232 557 3216 53 3245 2444 2358 2905 3338 2480 578 1795 1420 729 858 318 50 2198 2019
970,989 1360 3233 3382 3607 3656 3881 557 53 2480 3245 3338 3232 1420 3216 2905 318 858 2358 2019 1198 527 2503 729 666
4480,989 1360 3233 3382 3607 3656 3881 53 1420 557 3338 3245 2503 2309 858 2905 2019 50 745 1198 1178 3232 922 1148 1795
1739,989 1360 3233 3382 3607 3656 3881 53 2480 3338 3245 3232 2905 2197 2503 2019 858 1420 2444 3517 745 1148 557 3022 904
4627,989 1360 2480 3233 3382 3607 3656 3881 53 557 1420 2197 3338 1471 2503 572 2309 858 2019 3522 745 50 318 527 1198
2015,989 1360 2480 3233 3382 3607 3656 3881 53 557 3245 1420 3338 2905 2503 3216 2019 1795 3517 3232 2444 2309 2358 1178 720
2055,3607 989 1360 3233 3656 3881 53 1420 3245 1471 3338 2503 557 2480 2197 3216 858 2905 2019 3522 1795 745 1148 1178 922
1609,989 1360 2480 3233 3382 3607 3656 3881 53 557 3338 3245 1420 2503 2905 2019 318 527 2197 3232 2309 1471 922 720 904
5395,989 1360 3233 3607 3881 3656 53 2480 557 1420 3338 3245 2503 2905 3232 2197 858 2019 2309 318 3216 745 527 1148 904
2002,989 1360 3233 3382 3607 3656 3881 53 557 3338 2503 1420 2197 1471 3245 858 2019 2480 745 2905 318 527 1148 912 1178
2030,3233 989 1360 3382 3607 3656 3881 53 1420 557 2197 3338 2503 3245 2480 2309 3517 1471 745 1795 50 1198 1148 318 1178
2952,989 1360 3233 3382 3607 3656 3881 53 1420 557 3245 3338 2503 858 2905 2019 2309 1795 318 3232 1178 3216 745 1148 2480
3620,1360 989 3233 3382 3607 3656 3881 557 53 3245 1420 2480 3216 3338 2905 2503 858 2019 1795 1198 527 745 729 3517 3232
4238,989 1360 3382 3607 3881 3233 3656 53 557 1420 3245 3338 2503 2905 858 2019 318 3216 2309 1198 745 2197 3517 2480 1795
2239,3233 989 3382 3607 3656 3881 1360 53 3216 3245 1420 2905 2503 3338 557 2444 318 2019 1795 50 2309 745 3232 2197 2358
5265,3656 989 1360 3233 3382 3607 3881 53 1420 557 3338 2503 3245 2905 2309 2480 745 3216 527 1471 1148 1795 2197 3517 1212
3699,3233 557 989 1360 3382 3607 3656 3881 53 1420 3338 2197 3236 3245 1471 2503 666 2019 858 3522 527 318 2905 50 745
